I can finally drive while watching TV.,I can finally drive while watching TV.
Overtaking on the right lane... You better patch that for Germany,Overtaking on the right lane... You better patch that for Germany
Obviously fake. The car was a paid actor,Obviously fake. The car was a paid actor
Kinda cool. When I was growing up. We had automatic power windows. PASS,Kinda cool. When I was growing up. We had automatic power windows. PASS
My Anxiety could never let me do this,My Anxiety could never let me do this
Do this is in Indian roads and I will buy myself one with whatever it takes!!!,Do this is in Indian roads and I will buy myself one with whatever it takes!!!
"2030 police officer: sir are you drunk? Tesla driver: Well yes sir I am. Police officer: do I smell weed? Tesla driver: Yep and my drivers license is expired. police officer: Ok just letting you know you have a tail light out, have a nice day. Tesla driver: Thanks you too","2030 police officer: sir are you drunk? Tesla driver: Well yes sir I am. Police officer: do I smell weed? Tesla driver: Yep and my drivers license is expired. police officer: Ok just letting you know you have a tail light out, have a nice day. Tesla driver: Thanks you too"
"That’s one small step for man, one giant leap for mankind.","That’s one small step for man, one giant leap for mankind."
Wow! That is crazy!! Cannot believe that is possible! How would it know when traffic is clear (maybe a camera)?,Wow! That is crazy!! Cannot believe that is possible! How would it know when traffic is clear (maybe a camera)?
Omg This is one of the best comment sections I’ve seen,Omg This is one of the best comment sections I’ve seen
"Law: Don't drink and drive
Tesla: am I a joke to you?","Law: Don't drink and drive
Tesla: am I a joke to you?"
"Imagine spending a whole night getting drunk, entering the tesla parked outside the club, next morning when you wake up you're literally parked outside your home","Imagine spending a whole night getting drunk, entering the tesla parked outside the club, next morning when you wake up you're literally parked outside your home"
It's like auto-pilot for plane feature? Cool!,It's like auto-pilot for plane feature? Cool!
"They should test it in Russia.
Make sure it can cope with corner-cases, fx when 3 people simultaneously stop in front of you and gets out with a baseball-bat.","They should test it in Russia.
Make sure it can cope with corner-cases, fx when 3 people simultaneously stop in front of you and gets out with a baseball-bat."
Jeff bezos and JackMa out here disliking this video,Jeff bezos and JackMa out here disliking this video
"This man has the patience, he sits like a statue","This man has the patience, he sits like a statue"
Still waiting for when this is done on Snoqualmie Pass during a blizzard or some mountain gravel road out in mountains of CO.,Still waiting for when this is done on Snoqualmie Pass during a blizzard or some mountain gravel road out in mountains of CO.
It's like buying a car and travelling in a bus.,It's like buying a car and travelling in a bus.
A week of experience in Indian traffic can teach Tesla lot of test cases which would otherwise take a century in US.,A week of experience in Indian traffic can teach Tesla lot of test cases which would otherwise take a century in US.
What's new with this? Michael had KITT back in the 80's and that car even talks.,What's new with this? Michael had KITT back in the 80's and that car even talks.
"My Tesla Model X has  ""crashed ""  twice while engaging the auto PARK feature. No one was injured but my pocket book was damaged. Tesla immediately distanced itself from the issue.and threw me under the bus so to speak. Tesla told me to contact my insurance company and file a claim. Now I am in the middle of a lawsuit between Tesla and my auto insurance carrier. Needless to say I am appointed with  insurance company asked me to keep all the time and date stamped pictures and emails on the issue. I may be subpoenaed in a  trial process. I paid $125,000 for the model X and this is what is happening to me. Just Great huh?","My Tesla Model X has  ""crashed ""  twice while engaging the auto PARK feature. No one was injured but my pocket book was damaged. Tesla immediately distanced itself from the issue.and threw me under the bus so to speak. Tesla told me to contact my insurance company and file a claim. Now I am in the middle of a lawsuit between Tesla and my auto insurance carrier. Needless to say I am appointed with  insurance company asked me to keep all the time and date stamped pictures and emails on the issue. I may be subpoenaed in a  trial process. I paid $125,000 for the model X and this is what is happening to me. Just Great huh?"
imagine taking your drivers test in a Tesla and you pass with a 100%,imagine taking your drivers test in a Tesla and you pass with a 100%
"It wasn't self-driving, he was merely using his mind to drive the car.","It wasn't self-driving, he was merely using his mind to drive the car."
The great thing is it probably automatically recalibrates to the fastest way,The great thing is it probably automatically recalibrates to the fastest way
Try this in india.. it's equivalent to going to our other universe!!,Try this in india.. it's equivalent to going to our other universe!!
